card_name,grade,snapshot_date,avg_sale_price,median_sale_price,sale_count,active_listing_count,source
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-05,233.43,234.21,1,11,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-05,100.34,99.73,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-05,129.33,128.82,3,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-06,1407.08,1403.15,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-06,575.18,578.64,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-06,232.89,231.29,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-06,98.46,98.82,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-06,130.1,131.1,2,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-07,1417.57,1418.12,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-07,588.9,591.98,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-07,226.29,224.47,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-07,95.44,95.98,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-07,118.89,118.22,2,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-08,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-08,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-08,221.8,221.08,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-08,93.07,92.74,1,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-08,127.75,128.75,2,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-09,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-09,594.74,592.93,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-09,227.97,227.69,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-09,103.97,104.39,2,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-09,120.42,121.13,2,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-10,1367.09,1376.68,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-10,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-10,221.65,221.99,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-10,92.89,93.1,1,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-10,129.1,129.59,3,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-11,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-11,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-11,232.68,233.15,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-11,92.05,91.42,1,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-11,130.54,131.29,2,30,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-12,1404.03,1406.52,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-12,547.96,545.89,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-12,232.47,231.05,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-12,100.6,100.11,2,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-12,124.02,124.02,2,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-13,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-13,614.24,613.82,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-13,229.62,231.89,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-13,100.85,101.28,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-13,127.66,128.06,3,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-14,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-14,565.24,570.76,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-14,224.3,222.57,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-14,99.71,100.7,1,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-14,133.11,132.72,3,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-15,1482.24,1491.37,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-15,571.41,576.04,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-15,225.9,225.7,1,11,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-15,100.57,100.48,2,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-15,121.57,121.85,3,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-16,1441.75,1431.21,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-16,596.73,597.01,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-16,220.21,219.41,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-16,97.75,98.08,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-16,124.96,124.76,2,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-17,1451.14,1457.25,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-17,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-17,217.06,217.25,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-17,97.57,96.84,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-17,123.03,124.11,3,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-18,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-18,594.29,593.98,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-18,222.74,222.72,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-18,104.22,103.8,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-18,124.74,125.26,3,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-19,1416.7,1406.89,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-19,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-19,222.01,221.61,1,11,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-19,104.27,103.79,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-19,124.67,125.75,3,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-20,1412.67,1418.25,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-20,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-20,219.47,221.59,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-20,101.55,101.32,2,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-20,124.02,124.42,3,30,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-21,1442.79,1453.43,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-21,606.49,610.83,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-21,233.01,235.16,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-21,98.84,99.08,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-21,117.2,117.84,2,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-22,1486.19,1482.51,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-22,602.79,601.29,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-22,211.81,212.03,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-22,97.06,96.43,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-22,129.19,128.39,3,30,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-23,1386.47,1389.7,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-23,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-23,213.72,212.93,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-23,98.6,99.16,1,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-23,125.91,126.56,2,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-24,1347.59,1356.15,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-24,612.91,607.45,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-24,224.83,224.01,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-24,97.98,97.96,1,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-24,128.04,128.87,2,26,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-25,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-25,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-25,212.15,212.71,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-25,99.66,100.61,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-25,129.15,128.2,3,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-26,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-26,574.63,579.9,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-26,228.98,228.85,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-26,96.78,95.86,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-26,123.63,122.6,3,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-27,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-27,579.17,574.23,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-27,231.88,232.53,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-27,100.56,100.34,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-27,133.05,132.49,3,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-28,1406.65,1413.35,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-28,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-28,222.43,222.09,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-28,98.46,99.13,1,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-28,124.41,123.81,2,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-29,1408.77,1418.04,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-29,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-29,214.83,215.65,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-29,99.53,99.33,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-29,129.89,128.62,2,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-11-30,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-11-30,606.5,603.88,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-11-30,228.69,229.95,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-11-30,100.33,100.68,2,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-11-30,121.41,120.78,3,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-01,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-01,611.27,613.04,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-01,221.77,221.86,1,11,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-01,94.73,95.41,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-01,124.5,124.96,3,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-02,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-02,587.46,590.45,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-02,220.9,220.37,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-02,101.62,102.23,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-02,127.87,128.5,2,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-03,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-03,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-03,218.83,218.78,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-03,94.11,93.62,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-03,120.74,119.76,2,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-04,1411.52,1408.16,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-04,610.73,615.41,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-04,231.82,233.25,1,11,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-04,100.05,100.89,2,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-04,122.41,121.9,2,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-05,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-05,590.23,587.65,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-05,216.67,217.42,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-05,98.54,97.59,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-05,126.46,127.61,3,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-06,1390.46,1400.07,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-06,610.57,608.79,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-06,228.27,228.97,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-06,96.94,96.49,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-06,128.83,127.7,3,30,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-07,1422.48,1413.22,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-07,574.09,570.64,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-07,214.93,214,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-07,97.89,98.51,2,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-07,126.09,125.1,3,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-08,1362.8,1372.17,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-08,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-08,220.84,220.43,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-08,102.03,101.12,2,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-08,130.59,131.12,3,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-09,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-09,577.56,582.86,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-09,231.65,231.21,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-09,94.93,94.11,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-09,128.11,127.62,3,26,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-10,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-10,583.95,586.23,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-10,232.53,232.16,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-10,99.2,99.73,2,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-10,130.99,130.85,2,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-11,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-11,562.71,565.37,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-11,232.86,233.95,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-11,97.01,97.41,2,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-11,125.93,126.39,2,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-12,1470.44,1479.87,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-12,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-12,223.79,223.31,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-12,96.46,95.58,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-12,128.91,127.64,2,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-13,1416.34,1412.83,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-13,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-13,229.94,227.84,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-13,97.71,97.99,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-13,120.19,120.17,2,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-14,1354.18,1345.3,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-14,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-14,241.07,242.25,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-14,96.39,96.9,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-14,130.77,129.98,3,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-15,1313.17,1320.17,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-15,610.32,605.35,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-15,216.32,216.65,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-15,102.21,102.6,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-15,125.25,124.42,3,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-16,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-16,578.95,576.17,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-16,221.12,220.35,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-16,99.47,100,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-16,124.16,125.2,2,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-17,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-17,592.4,591.23,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-17,226.52,227.04,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-17,98.27,98.38,2,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-17,123.86,122.65,3,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-18,1371.76,1370.1,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-18,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-18,223.65,224.1,1,11,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-18,95.8,96.27,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-18,125.43,126.64,2,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-19,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-19,582.93,586.87,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-19,229.43,227.21,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-19,93.23,93.89,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-19,133.53,133.21,3,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-20,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-20,594.7,589.31,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-20,219.59,220.64,1,13,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-20,96.35,95.9,1,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-20,128.61,129.5,2,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-21,1393.11,1394.42,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-21,575.62,578.37,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-21,222.86,220.89,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-21,100.22,100.49,2,18,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-21,127.65,128.7,2,29,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-22,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-22,612.61,618.71,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-22,222.5,222.44,1,11,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-22,93.49,93.52,2,17,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-22,129.98,130.61,2,27,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-23,,,0,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-23,569.32,570.74,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_6_5,2025-12-23,221.45,222.22,1,12,seed_csv
Naruto Vol. 1 (1st Printing),cgc_4_0,2025-12-23,101.26,100.36,2,19,seed_csv
Naruto Vol. 1 (1st Printing),raw,2025-12-23,119.23,118.76,3,28,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_8,2025-12-24,1331.89,1337.64,1,6,seed_csv
Naruto Vol. 1 (1st Printing),cgc_9_2,2025-12-24,,,0,6,seed_csv
